Nome,Patrimonio,CodigoInterno,NumeroSerie,IdentificacaoReserva,Categoria,Observacoes
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-11,GEN-INT-11,11,11,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-12,GEN-INT-12,12,12,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-13,GEN-INT-13,13,13,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-14,GEN-INT-14,14,14,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-15,GEN-INT-15,15,15,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-16,GEN-INT-16,16,16,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
TRANSCEPTORES PORTATEIS “HT” NOVOS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,TRANSCEPTORES PORTATEIS “HT” NOVOS,RESERVA
SMARTPHONE,GEN-PAT-02,GEN-INT-02,02,02,SMARTPHONE,RESERVA
SMARTPHONE,GEN-PAT-03,GEN-INT-03,03,03,SMARTPHONE,RESERVA
CELULARES,GEN-PAT-01,GEN-INT-01,01,01,CELULARES,RESERVA
CELULARES,GEN-PAT-02,GEN-INT-02,02,02,CELULARES,RESERVA
CELULARES,GEN-PAT-03,GEN-INT-03,03,03,CELULARES,RESERVA
CELULARES,GEN-PAT-04,GEN-INT-04,04,04,CELULARES,RESERVA
CELULARES,GEN-PAT-05,GEN-INT-05,05,05,CELULARES,RESERVA
CELULARES,GEN-PAT-06,GEN-INT-06,06,06,CELULARES,RESERVA
CELULARES,GEN-PAT-07,GEN-INT-07,07,07,CELULARES,RESERVA
CELULARES,GEN-PAT-08,GEN-INT-08,08,08,CELULARES,RESERVA
IMPRESSORAS,GEN-PAT-01,GEN-INT-01,01,01,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-02,GEN-INT-02,02,02,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-03,GEN-INT-03,03,03,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-04,GEN-INT-04,04,04,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-05,GEN-INT-05,05,05,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-06,GEN-INT-06,06,06,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-07,GEN-INT-07,07,07,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-08,GEN-INT-08,08,08,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-09,GEN-INT-09,09,09,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-10,GEN-INT-10,10,10,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-11,GEN-INT-11,11,11,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-12,GEN-INT-12,12,12,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-13,GEN-INT-13,13,13,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-14,GEN-INT-14,14,14,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-15,GEN-INT-15,15,15,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-16,GEN-INT-16,16,16,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-17,GEN-INT-17,17,17,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-18,GEN-INT-18,18,18,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-19,GEN-INT-19,19,19,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-20,GEN-INT-20,20,20,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-21,GEN-INT-21,21,21,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-22,GEN-INT-22,22,22,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-23,GEN-INT-23,23,23,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-24,GEN-INT-24,24,24,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-25,GEN-INT-25,25,25,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-26,GEN-INT-26,26,26,IMPRESSORAS,RESERVA
IMPRESSORAS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,IMPRESSORAS,
CARREGADOR TS9C 9MM,GEN-PAT-01,GEN-INT-01,01,01,CARREGADOR TS9C 9MM,TS9C
CARREGADOR MTR 9MM,GEN-PAT-01,GEN-INT-01,01,01,CARREGADOR MTR 9MM,976
CARREGADOR DAS PISTOLAS IMBEL .40,GEN-PAT-01,GEN-INT-01,01,01,CARREGADOR DAS PISTOLAS IMBEL .40,GCMD1
CARREGADOR DAS PISTOLAS PT 100 TAURUS .40,GEN-PAT-01,GEN-INT-01,01,01,CARREGADOR DAS PISTOLAS PT 100 TAURUS .40,PT 100
CARREGADOR DE FUZIL 762 mm,GEN-PAT-01,GEN-INT-01,01,01,CARREGADOR DE FUZIL 762 mm,PARAFAL
CARREGADOR DE FUZIL AR-10 CAL 762 mm,GEN-PAT-01,GEN-INT-01,01,01,CARREGADOR DE FUZIL AR-10 CAL 762 mm,AR-10
CARREGADOR DE FUZIL 556 mm,GEN-PAT-01,GEN-INT-01,01,01,CARREGADOR DE FUZIL 556 mm,5.56
CARREGADOR DE CARABINA CT – 40,GEN-PAT-01,GEN-INT-01,01,01,CARREGADOR DE CARABINA CT – 40,CARABINA
CARREGADOR DE CARABINA CT – 40,GEN-PAT-02,GEN-INT-02,02,02,CARREGADOR DE CARABINA CT – 40,CARABINA
CARREGADOR DE CARABINA SMT – 40,GEN-PAT-02,GEN-INT-02,02,02,CARREGADOR DE CARABINA SMT – 40,SMT 40
CARREGADOR 9MM,GEN-PAT-01,GEN-INT-01,01,01,CARREGADOR 9MM,G17/Gen5
CARREGADOR 9MM,GEN-PAT-02,GEN-INT-02,02,02,CARREGADOR 9MM,G19/Gen5
TONFAS E CACETETES,GEN-PAT-TONFAS,GEN-INT-TONFAS,TONFAS,TONFAS,TONFAS E CACETETES,SEM OBS
TONFAS E CACETETES,GEN-PAT-CASSETETES,GEN-INT-CASSETETES,CASSETETES,CASSETETES,TONFAS E CACETETES,SEM OBS
TONFAS E CACETETES,GEN-PAT-BASTÕES,GEN-INT-BASTÕES,BASTÕES,BASTÕES,TONFAS E CACETETES,SEM OBS
SEM OBS,GEN-PAT-65,GEN-INT-65,65,65,SEM OBS,NOVA COM DUAS CHAVES
DETECTORES DE METAL,GEN-PAT-01,GEN-INT-01,01,01,DETECTORES DE METAL,RESERVA
DETECTORES DE METAL,GEN-PAT-02,GEN-INT-02,02,02,DETECTORES DE METAL,RESERVA
